iteration,isolation,burst_threads,accepted,check_exclusion_ok,check_audit_ok,check_exclusion_detail,check_audit_detail
198,READ COMMITTED,8,8,0,1,entity_id=34000198 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
199,READ COMMITTED,8,8,0,1,entity_id=34000199 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
200,READ COMMITTED,8,8,0,1,entity_id=34000200 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=2 accepted=8
201,READ COMMITTED,8,8,0,1,entity_id=34000201 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=5 accepted=8
202,READ COMMITTED,8,8,0,1,entity_id=34000202 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
203,READ COMMITTED,8,8,0,1,entity_id=34000203 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
204,READ COMMITTED,8,8,0,1,entity_id=34000204 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
205,READ COMMITTED,8,8,0,1,entity_id=34000205 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=2 accepted=8
206,READ COMMITTED,8,8,0,1,entity_id=34000206 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
207,READ COMMITTED,8,8,0,1,entity_id=34000207 attribute='s4_slot' has 3 live rows; expected <= 1,fact=8 audit=10 accepted=8
208,READ COMMITTED,8,8,0,1,entity_id=34000208 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=1 accepted=8
209,READ COMMITTED,8,8,0,1,entity_id=34000209 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
210,READ COMMITTED,8,8,0,1,entity_id=34000210 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
211,READ COMMITTED,8,8,0,1,entity_id=34000211 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
212,READ COMMITTED,8,8,0,1,entity_id=34000212 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
213,READ COMMITTED,8,8,0,1,entity_id=34000213 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
214,READ COMMITTED,8,8,0,1,entity_id=34000214 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
215,READ COMMITTED,8,8,0,1,entity_id=34000215 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
216,READ COMMITTED,8,8,0,1,entity_id=34000216 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
217,READ COMMITTED,8,8,0,1,entity_id=34000217 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
218,READ COMMITTED,8,8,0,1,entity_id=34000218 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
219,READ COMMITTED,8,8,0,1,entity_id=34000219 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
220,READ COMMITTED,8,8,0,1,entity_id=34000220 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
221,READ COMMITTED,8,8,0,1,entity_id=34000221 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
222,READ COMMITTED,8,8,0,1,entity_id=34000222 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
223,READ COMMITTED,8,8,0,1,entity_id=34000223 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
224,READ COMMITTED,8,8,0,1,entity_id=34000224 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
225,READ COMMITTED,8,8,0,1,entity_id=34000225 attribute='s4_slot' has 3 live rows; expected <= 1,fact=8 audit=10 accepted=8
226,READ COMMITTED,8,8,0,1,entity_id=34000226 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
227,READ COMMITTED,8,8,0,1,entity_id=34000227 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
228,READ COMMITTED,8,8,0,1,entity_id=34000228 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=5 accepted=8
229,READ COMMITTED,8,8,0,1,entity_id=34000229 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
230,READ COMMITTED,8,8,0,1,entity_id=34000230 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
231,READ COMMITTED,8,8,0,1,entity_id=34000231 attribute='s4_slot' has 4 live rows; expected <= 1,fact=8 audit=6 accepted=8
232,READ COMMITTED,8,8,0,1,entity_id=34000232 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
233,READ COMMITTED,8,8,0,1,entity_id=34000233 attribute='s4_slot' has 3 live rows; expected <= 1,fact=8 audit=11 accepted=8
234,READ COMMITTED,8,8,0,1,entity_id=34000234 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
235,READ COMMITTED,8,8,0,1,entity_id=34000235 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
236,READ COMMITTED,8,8,0,1,entity_id=34000236 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=2 accepted=8
237,READ COMMITTED,8,8,0,1,entity_id=34000237 attribute='s4_slot' has 5 live rows; expected <= 1,fact=8 audit=7 accepted=8
238,READ COMMITTED,8,8,0,1,entity_id=34000238 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=1 accepted=8
239,READ COMMITTED,8,8,0,1,entity_id=34000239 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
240,READ COMMITTED,8,8,0,1,entity_id=34000240 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
241,READ COMMITTED,8,8,0,1,entity_id=34000241 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=2 accepted=8
242,READ COMMITTED,8,8,0,1,entity_id=34000242 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=6 accepted=8
243,READ COMMITTED,8,8,0,1,entity_id=34000243 attribute='s4_slot' has 5 live rows; expected <= 1,fact=8 audit=10 accepted=8
244,READ COMMITTED,8,8,0,1,entity_id=34000244 attribute='s4_slot' has 4 live rows; expected <= 1,fact=8 audit=16 accepted=8
245,READ COMMITTED,8,8,0,1,entity_id=34000245 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
246,READ COMMITTED,8,8,0,1,entity_id=34000246 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
247,READ COMMITTED,8,8,0,1,entity_id=34000247 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=3 accepted=8
248,READ COMMITTED,8,8,0,1,entity_id=34000248 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
249,READ COMMITTED,8,8,0,1,entity_id=34000249 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
250,READ COMMITTED,8,8,0,1,entity_id=34000250 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
251,READ COMMITTED,8,8,0,1,entity_id=34000251 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
252,READ COMMITTED,8,8,0,1,entity_id=34000252 attribute='s4_slot' has 2 live rows; expected <= 1,fact=8 audit=12 accepted=8
253,READ COMMITTED,8,8,0,1,entity_id=34000253 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
254,READ COMMITTED,8,8,0,1,entity_id=34000254 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
255,READ COMMITTED,8,8,0,1,entity_id=34000255 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
256,READ COMMITTED,8,8,0,1,entity_id=34000256 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=1 accepted=8
257,READ COMMITTED,8,8,0,1,entity_id=34000257 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=1 accepted=8
258,READ COMMITTED,8,8,0,1,entity_id=34000258 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=1 accepted=8
259,READ COMMITTED,8,8,0,1,entity_id=34000259 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
260,READ COMMITTED,8,8,0,1,entity_id=34000260 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=1 accepted=8
261,READ COMMITTED,8,8,0,1,entity_id=34000261 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
262,READ COMMITTED,8,8,0,1,entity_id=34000262 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
263,READ COMMITTED,8,8,0,1,entity_id=34000263 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=2 accepted=8
264,READ COMMITTED,8,8,0,1,entity_id=34000264 attribute='s4_slot' has 5 live rows; expected <= 1,fact=8 audit=5 accepted=8
265,READ COMMITTED,8,8,0,1,entity_id=34000265 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
266,READ COMMITTED,8,8,0,1,entity_id=34000266 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
267,READ COMMITTED,8,8,0,1,entity_id=34000267 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=7 accepted=8
268,READ COMMITTED,8,8,0,1,entity_id=34000268 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
269,READ COMMITTED,8,8,0,1,entity_id=34000269 attribute='s4_slot' has 6 live rows; expected <= 1,fact=8 audit=2 accepted=8
270,READ COMMITTED,8,8,0,1,entity_id=34000270 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
271,READ COMMITTED,8,8,0,1,entity_id=34000271 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
272,READ COMMITTED,8,8,0,1,entity_id=34000272 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
273,READ COMMITTED,8,8,0,1,entity_id=34000273 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
274,READ COMMITTED,8,8,0,1,entity_id=34000274 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
275,READ COMMITTED,8,8,0,1,entity_id=34000275 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=2 accepted=8
276,READ COMMITTED,8,8,0,1,entity_id=34000276 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
277,READ COMMITTED,8,8,0,1,entity_id=34000277 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
278,READ COMMITTED,8,8,0,1,entity_id=34000278 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=1 accepted=8
279,READ COMMITTED,8,8,0,1,entity_id=34000279 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
280,READ COMMITTED,8,8,0,1,entity_id=34000280 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=1 accepted=8
281,READ COMMITTED,8,8,0,1,entity_id=34000281 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
282,READ COMMITTED,8,8,0,1,entity_id=34000282 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
283,READ COMMITTED,8,8,0,1,entity_id=34000283 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
284,READ COMMITTED,8,8,0,1,entity_id=34000284 attribute='s4_slot' has 5 live rows; expected <= 1,fact=8 audit=12 accepted=8
285,READ COMMITTED,8,8,0,1,entity_id=34000285 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
286,READ COMMITTED,8,8,0,1,entity_id=34000286 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=1 accepted=8
287,READ COMMITTED,8,8,0,1,entity_id=34000287 attribute='s4_slot' has 3 live rows; expected <= 1,fact=8 audit=8 accepted=8
288,READ COMMITTED,8,8,0,1,entity_id=34000288 attribute='s4_slot' has 6 live rows; expected <= 1,fact=8 audit=5 accepted=8
289,READ COMMITTED,8,8,0,1,entity_id=34000289 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
290,READ COMMITTED,8,8,0,1,entity_id=34000290 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
291,READ COMMITTED,8,8,0,1,entity_id=34000291 attribute='s4_slot' has 5 live rows; expected <= 1,fact=8 audit=8 accepted=8
292,READ COMMITTED,8,8,0,1,entity_id=34000292 attribute='s4_slot' has 5 live rows; expected <= 1,fact=8 audit=6 accepted=8
293,READ COMMITTED,8,8,0,1,entity_id=34000293 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
294,READ COMMITTED,8,8,0,1,entity_id=34000294 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
295,READ COMMITTED,8,8,0,1,entity_id=34000295 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
296,READ COMMITTED,8,8,0,1,entity_id=34000296 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
297,READ COMMITTED,8,8,0,1,entity_id=34000297 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
298,READ COMMITTED,8,8,0,1,entity_id=34000298 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=1 accepted=8
299,READ COMMITTED,8,8,0,1,entity_id=34000299 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
300,READ COMMITTED,8,8,0,1,entity_id=34000300 attribute='s4_slot' has 6 live rows; expected <= 1,fact=8 audit=6 accepted=8
301,READ COMMITTED,8,8,0,1,entity_id=34000301 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
302,READ COMMITTED,8,8,0,1,entity_id=34000302 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
303,READ COMMITTED,8,8,0,1,entity_id=34000303 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
304,READ COMMITTED,8,8,0,1,entity_id=34000304 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
305,READ COMMITTED,8,8,0,1,entity_id=34000305 attribute='s4_slot' has 5 live rows; expected <= 1,fact=8 audit=5 accepted=8
306,READ COMMITTED,8,8,0,1,entity_id=34000306 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=7 accepted=8
307,READ COMMITTED,8,8,0,1,entity_id=34000307 attribute='s4_slot' has 5 live rows; expected <= 1,fact=8 audit=8 accepted=8
308,READ COMMITTED,8,8,0,1,entity_id=34000308 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
309,READ COMMITTED,8,8,0,1,entity_id=34000309 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
310,READ COMMITTED,8,8,0,1,entity_id=34000310 attribute='s4_slot' has 4 live rows; expected <= 1,fact=8 audit=5 accepted=8
311,READ COMMITTED,8,8,0,1,entity_id=34000311 attribute='s4_slot' has 4 live rows; expected <= 1,fact=8 audit=11 accepted=8
312,READ COMMITTED,8,8,0,1,entity_id=34000312 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
313,READ COMMITTED,8,8,0,1,entity_id=34000313 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=5 accepted=8
314,READ COMMITTED,8,8,0,1,entity_id=34000314 attribute='s4_slot' has 6 live rows; expected <= 1,fact=8 audit=4 accepted=8
315,READ COMMITTED,8,8,0,1,entity_id=34000315 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
316,READ COMMITTED,8,8,0,1,entity_id=34000316 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
317,READ COMMITTED,8,8,0,1,entity_id=34000317 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
318,READ COMMITTED,8,8,0,1,entity_id=34000318 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
319,READ COMMITTED,8,8,0,1,entity_id=34000319 attribute='s4_slot' has 4 live rows; expected <= 1,fact=8 audit=7 accepted=8
320,READ COMMITTED,8,8,0,1,entity_id=34000320 attribute='s4_slot' has 3 live rows; expected <= 1,fact=8 audit=7 accepted=8
321,READ COMMITTED,8,8,0,1,entity_id=34000321 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
322,READ COMMITTED,8,8,0,1,entity_id=34000322 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
323,READ COMMITTED,8,8,0,1,entity_id=34000323 attribute='s4_slot' has 5 live rows; expected <= 1,fact=8 audit=10 accepted=8
324,READ COMMITTED,8,8,0,1,entity_id=34000324 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
325,READ COMMITTED,8,8,0,1,entity_id=34000325 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
326,READ COMMITTED,8,8,0,1,entity_id=34000326 attribute='s4_slot' has 6 live rows; expected <= 1,fact=8 audit=2 accepted=8
327,READ COMMITTED,8,8,0,1,entity_id=34000327 attribute='s4_slot' has 4 live rows; expected <= 1,fact=8 audit=12 accepted=8
328,READ COMMITTED,8,8,0,1,entity_id=34000328 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=7 accepted=8
329,READ COMMITTED,8,8,0,1,entity_id=34000329 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
330,READ COMMITTED,8,8,0,1,entity_id=34000330 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=1 accepted=8
331,READ COMMITTED,8,8,0,1,entity_id=34000331 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
332,READ COMMITTED,8,8,0,1,entity_id=34000332 attribute='s4_slot' has 5 live rows; expected <= 1,fact=8 audit=15 accepted=8
333,READ COMMITTED,8,8,0,1,entity_id=34000333 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
334,READ COMMITTED,8,8,0,1,entity_id=34000334 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=2 accepted=8
335,READ COMMITTED,8,8,0,1,entity_id=34000335 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=1 accepted=8
336,READ COMMITTED,8,8,0,1,entity_id=34000336 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
337,READ COMMITTED,8,8,0,1,entity_id=34000337 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=2 accepted=8
338,READ COMMITTED,8,8,0,1,entity_id=34000338 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
339,READ COMMITTED,8,8,0,1,entity_id=34000339 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
340,READ COMMITTED,8,8,0,1,entity_id=34000340 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
341,READ COMMITTED,8,8,0,1,entity_id=34000341 attribute='s4_slot' has 6 live rows; expected <= 1,fact=8 audit=4 accepted=8
342,READ COMMITTED,8,8,0,1,entity_id=34000342 attribute='s4_slot' has 4 live rows; expected <= 1,fact=8 audit=5 accepted=8
343,READ COMMITTED,8,8,0,1,entity_id=34000343 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
344,READ COMMITTED,8,8,0,1,entity_id=34000344 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
345,READ COMMITTED,8,8,0,1,entity_id=34000345 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
346,READ COMMITTED,8,8,0,1,entity_id=34000346 attribute='s4_slot' has 2 live rows; expected <= 1,fact=8 audit=9 accepted=8
347,READ COMMITTED,8,8,0,1,entity_id=34000347 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=3 accepted=8
348,READ COMMITTED,8,8,0,1,entity_id=34000348 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
349,READ COMMITTED,8,8,0,1,entity_id=34000349 attribute='s4_slot' has 5 live rows; expected <= 1,fact=8 audit=10 accepted=8
350,READ COMMITTED,8,8,0,1,entity_id=34000350 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
351,READ COMMITTED,8,8,0,1,entity_id=34000351 attribute='s4_slot' has 5 live rows; expected <= 1,fact=8 audit=15 accepted=8
352,READ COMMITTED,8,8,0,1,entity_id=34000352 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=3 accepted=8
353,READ COMMITTED,8,8,0,1,entity_id=34000353 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
354,READ COMMITTED,8,8,0,1,entity_id=34000354 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
355,READ COMMITTED,8,8,0,1,entity_id=34000355 attribute='s4_slot' has 3 live rows; expected <= 1,fact=8 audit=9 accepted=8
356,READ COMMITTED,8,8,0,1,entity_id=34000356 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
357,READ COMMITTED,8,8,0,1,entity_id=34000357 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=2 accepted=8
358,READ COMMITTED,8,8,0,1,entity_id=34000358 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=4 accepted=8
359,READ COMMITTED,8,8,0,1,entity_id=34000359 attribute='s4_slot' has 6 live rows; expected <= 1,fact=8 audit=4 accepted=8
360,READ COMMITTED,8,8,0,1,entity_id=34000360 attribute='s4_slot' has 5 live rows; expected <= 1,fact=8 audit=9 accepted=8
361,READ COMMITTED,8,8,0,1,entity_id=34000361 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=3 accepted=8
362,READ COMMITTED,8,8,0,1,entity_id=34000362 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=2 accepted=8
363,READ COMMITTED,8,8,0,1,entity_id=34000363 attribute='s4_slot' has 5 live rows; expected <= 1,fact=8 audit=7 accepted=8
364,READ COMMITTED,8,8,0,1,entity_id=34000364 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
365,READ COMMITTED,8,8,0,1,entity_id=34000365 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
366,READ COMMITTED,8,8,0,1,entity_id=34000366 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=2 accepted=8
367,READ COMMITTED,8,8,0,1,entity_id=34000367 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=2 accepted=8
368,READ COMMITTED,8,8,0,1,entity_id=34000368 attribute='s4_slot' has 6 live rows; expected <= 1,fact=8 audit=12 accepted=8
369,READ COMMITTED,8,8,0,1,entity_id=34000369 attribute='s4_slot' has 6 live rows; expected <= 1,fact=8 audit=3 accepted=8
370,READ COMMITTED,8,8,0,1,entity_id=34000370 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=3 accepted=8
371,READ COMMITTED,8,8,0,1,entity_id=34000371 attribute='s4_slot' has 5 live rows; expected <= 1,fact=8 audit=6 accepted=8
372,READ COMMITTED,8,8,0,1,entity_id=34000372 attribute='s4_slot' has 3 live rows; expected <= 1,fact=8 audit=5 accepted=8
373,READ COMMITTED,8,8,0,1,entity_id=34000373 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
374,READ COMMITTED,8,8,0,1,entity_id=34000374 attribute='s4_slot' has 6 live rows; expected <= 1,fact=8 audit=5 accepted=8
375,READ COMMITTED,8,8,0,1,entity_id=34000375 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=3 accepted=8
376,READ COMMITTED,8,8,0,1,entity_id=34000376 attribute='s4_slot' has 3 live rows; expected <= 1,fact=8 audit=15 accepted=8
377,READ COMMITTED,8,8,0,1,entity_id=34000377 attribute='s4_slot' has 4 live rows; expected <= 1,fact=8 audit=8 accepted=8
378,READ COMMITTED,8,8,0,1,entity_id=34000378 attribute='s4_slot' has 2 live rows; expected <= 1,fact=8 audit=6 accepted=8
379,READ COMMITTED,8,8,0,1,entity_id=34000379 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
380,READ COMMITTED,8,8,0,1,entity_id=34000380 attribute='s4_slot' has 3 live rows; expected <= 1,fact=8 audit=10 accepted=8
381,READ COMMITTED,8,8,0,1,entity_id=34000381 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
382,READ COMMITTED,8,8,0,1,entity_id=34000382 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
383,READ COMMITTED,8,8,0,1,entity_id=34000383 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
384,READ COMMITTED,8,8,0,1,entity_id=34000384 attribute='s4_slot' has 6 live rows; expected <= 1,fact=8 audit=9 accepted=8
385,READ COMMITTED,8,8,0,1,entity_id=34000385 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=1 accepted=8
386,READ COMMITTED,8,8,0,1,entity_id=34000386 attribute='s4_slot' has 5 live rows; expected <= 1,fact=8 audit=9 accepted=8
387,READ COMMITTED,8,8,0,1,entity_id=34000387 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=6 accepted=8
388,READ COMMITTED,8,8,0,1,entity_id=34000388 attribute='s4_slot' has 5 live rows; expected <= 1,fact=8 audit=8 accepted=8
389,READ COMMITTED,8,8,0,1,entity_id=34000389 attribute='s4_slot' has 3 live rows; expected <= 1,fact=8 audit=10 accepted=8
390,READ COMMITTED,8,8,0,1,entity_id=34000390 attribute='s4_slot' has 5 live rows; expected <= 1,fact=8 audit=14 accepted=8
391,READ COMMITTED,8,8,0,1,entity_id=34000391 attribute='s4_slot' has 4 live rows; expected <= 1,fact=8 audit=14 accepted=8
392,READ COMMITTED,8,8,0,1,entity_id=34000392 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
393,READ COMMITTED,8,8,0,1,entity_id=34000393 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
394,READ COMMITTED,8,8,0,1,entity_id=34000394 attribute='s4_slot' has 6 live rows; expected <= 1,fact=8 audit=2 accepted=8
395,READ COMMITTED,8,8,0,1,entity_id=34000395 attribute='s4_slot' has 3 live rows; expected <= 1,fact=8 audit=6 accepted=8
396,READ COMMITTED,8,8,0,1,entity_id=34000396 attribute='s4_slot' has 4 live rows; expected <= 1,fact=8 audit=5 accepted=8
397,READ COMMITTED,8,8,0,1,entity_id=34000397 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=1 accepted=8
398,READ COMMITTED,8,8,0,1,entity_id=34000398 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
399,READ COMMITTED,8,8,0,1,entity_id=34000399 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
